developer_id,name,inn,ogrn
13533,СЗ МТ-ДЕВЕЛОПМЕНТ,1660363355,1211600036361
12935,СЗ САМОЛЕТ-ЮРЛОВО,5003136930,1195027025786
13696,СЗ ФРИДОМ-СИТИ,5405351743,1075405020855
15972,СЗ САМОЛЕТ-МАРЬИНО 1,7751191111,1217700016346
15698,СЗ СТОЛИЦА ЮГА,7714468848,1217700064328
16698,ЛЕГЕНДА ВАСИЛЬЕВСКОГО,7810973191,1237800028366
3873,СЗ НОВЫЙ ГОРИЗОНТ,7722442850,1187746256390
23048,СЗ НОВОСЕЛЬЕ-2,4707053815,1234700031752
13663,СЗ ГАРТЕЯ,5018094457,1045003358245
3495,СЗ К2,7204190698,1137232032728
433,СЗ СКГ,9102039187,1149102074197
3111,СЗ СОЮЗ - ИНВЕСТ,5448456469,1145476139324
22989,СЗ ГРАД ПЛАЗА,9721188789,1227700803857
24943,СЗ Б2-ДЕВЕЛОПМЕНТ,9710095229,1227700022769
14801,СЗ САМОЛЕТ-ЛАЙКОВО,5027297020,1215000057161
15959,СЗ ВЛАДОГРАД,2309151841,1162375034260
94,ВСЗ,3525168231,1063525104576
22820,СЗ ПРОЕКТ-С-23,6166128165,1236100015821
2784,СЗ СПБ ПРИМОРСКОЕ,7703744616,1117746394402
38429,СЗ НОВАГРАД,7805780405,1217800091123
15576,СЗ К-ДЕВЕЛОПМЕНТ,9715391912,1207700405000
13344,СЗ КОСМОС,7207021070,1217200000830
15534,СЗ ЗЕЛЕНЫЙ САД - ПРЕМЬЕР,6234103362,1126234005424
14737,СЗ ДРЕВО.ГРИНРИВЕР,6317149441,1206300052925
6783,СЗ ПЕРЕДЕЛКИНО БЛИЖНЕЕ,7751035602,1177746073284
13011,СЗ САМОЛЕТ-КОРОБОВО,7725790366,1137746376877
18789,СЗ ДОГМА ВОДА,2311308923,1202300047058
14827,СЗ САМОЛЕТ-ЧАРКОВА,7203534716,1227200004074
13577,СЗ НОВЫЙ ЭЛЕМЕНТ,7810770106,1197847154229
15980,СЗ ФОРТУНА,5030056345,1065030023101
17727,СЗ СТОУН,7805586408,1127847229223
11079,СЗ ЦЕНТР СТРОЙ,2301102458,1202300057630
15374,СЗ МИЧУРИНА 27,6316259378,1196313072405
6426,СЗ ГСД,7727750873,1117746401123
498,СЗ САМОЛЕТ-ТОМИЛИНО,5027240182,1165027054059
6096,БАЛАНС - СПЕЦЗАСТРОЙЩИК,7721228357,1027700072520
13416,СЗ ПРЕСНЕНСКИЙ ВАЛ 27,7703071061,1027739183230
16384,СЗ ДНС СИТИ,2502062773,1202500017664
6189,СЗ АРТ ЭЛЬ,6501260113,1136501007830
9410,СЗ РАЗВИТИЕ АРТ ДЕКО,3666146223,1073667031294
12934,СЗ САМОЛЕТ-МОЛЖАНИНОВО,9731002497,1187746498136
12950,СЗ ПОТЕНЦИАЛ,7810759896,1197847132658
17489,СЗ УГМК-ЕКАТЕРИНБУРГ,6678129524,1236600025815
16957,СЗ ДОГМА-ОМСК,5503255928,1215500029370
45222,СЗ МЕТРИКС ДЖУБГА,2308284782,1222300014111
8604,СЗ НА МИНСКОЙ,7203275451,1127232013380
7874,СЗ ЖКС,5402015408,1165476063763
13555,СЗ ИНСИТИ К-16,2311312380,1202300062854
16463,СЗ ЖК ЯРКИЙ. РИГА,5024214427,1215000064663
44908,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО СИМБИРСК,7300051369,1267300003310
37320,СЗ ОКТЯБРЬ,9403032756,1259400001992
12828,СЗ ТЕЛЕКОМСТРОЙ,7708794240,1137746698275
16551,СЗ ЗЕЛЕНЫЙ САД - РЯБИНОВЫЕ ГРОЗДЬЯ,6234106878,1126234009439
17751,СЗ ДИВИНУС ИММОБИЛА,7730219101,5167746297648
15453,СЗ НОВАЯ ЛИВАДИЯ,7730646840,1117746510640
16228,СЗ КАПИТАЛ ЭСТЕЙТ,1655401823,1181690036087
6806,СЗ КАПИТАЛ ИНВЕСТ НСК,5403323525,1105476074494
16525,СЗ НОВОПЕСЧАНАЯ,9709059829,1207700073910
17681,СЗ ИК СТРОЙИНВЕСТИЦИЯ,3906395890,1203900013360
17560,СЗ СИМФОНИЯ,7448247148,1227400045652
2827,СЗ МЕТРОМАШ,7718013457,1027739733284
13082,СЗ ОФЕРТА,5001119992,1185053013420
12309,СЗ СКВ СПБ,7803048130,1027809240876
2803,СЗ ТЕРМИНАЛ-РЕСУРС,7820338713,1147847391834
14675,СЗ ТЕМПО,5402066547,1215400018019
14252,СЗ ИСБ-ДЕВЕЛОПМЕНТ,7203536230,1227200006000
12824,СЗ СЕРЕДНЕВО,7743297957,1197746246037
17196,СЗ ИМПУЛЬС,7707619574,1077746722437
17141,СЗ ЕВРОИНВЕСТ ЛАВРИКИ,7840103621,1227800166527
35504,СЗ СТРОЙЮГ НЕДВИЖИМОСТЬ,9725017784,1197746483208
10491,СЗ САНИНО 1,9731034883,1197746216051
21126,СЗ ЮСК,571020227,1220500005109
23925,СЗ СОКОЛЬНИЧЕСКИЙ ВАЛ 2А,9718108889,1187746729631
19056,СЗ ДЕМЕТРА,7723010211,1027739405572
13935,СЗ АЛЬФА,9724029635,1207700449263
17062,СЗ CОЮЗ-АЛУШТА-2,9103095040,1209100015805
14311,СЗ АРБАН-2022,2460121287,1222400009270
14242,СЗ ЭТАЛОН-НОВОСИБИРСК,5433978818,1215400036411
17478,СЗ ДЕЛО,7714576385,1047796847680
14309,СЗ МИКРОРАЙОН М1,1658220367,1191690071088
17300,СЗ С-ДЕВЕЛОПМЕНТ,7726478128,1217700260348
6098,СЗ РАЗВИТИЕ,2301090361,1152301002743
7315,СЗ ВИКТОРИЯ,7804434152,1107847085323
19561,СЗ ДОГМА-7,2311329754,1222300004871
10742,СЗ БАУИНВЕСТ-ЮГ,2308268879,1192375067940
966,СЗ ЛОТАН,7729605705,1087746833316
11129,СЗ ЛСО,7708332790,1187746562915
12829,НИИДАР-НЕДВИЖИМОСТЬ (СЗ).,7718965054,1147746059691
36597,СЗ ИНКОМ СТЕЙТ,2310236497,1242300018630
14770,СЗ ТРОЙКА ПЛЮС,5047253888,1215000074728
14312,СЗ ДОГМА-РЕКОРД,2308267829,1192375058369
7919,СЗ ГРАНЕЛЬ АЛЬФА,5018195430,1185029018041
34464,СЗ АРТ КВАРТАЛ,9719066286,1247700276702
35680,СЗ КРАВТ ЯР ПАРК,1655497307,1231600041936
16014,СЗ АТОМ-СТУДЕНЧЕСКАЯ,6685200129,1226600030161
10623,СЗ СТРОЙТРАНС № 1,7203341834,1157232016380
2982,СЗ ПРАЙМ ПАРК,7714964540,5167746451439
18841,СЗ КОНТИНЕНТ,2310233753,1232300043788
615,СЗ ЛСР. НЕДВИЖИМОСТЬ-М,7709346940,1027739061844
33925,СЗ РАЗУМ НА БЕХТЕРЕВА,3000020796,1253000003849
10641,СЗ СЛАВА,7714456070,1197746723239
17146,СЗ МАКСИМУМ,6658562761,1236600022944
10767,СЗ ПРОСПЕКТ,5433974098,1205400021188
16194,СЗ 1-Й КРАСНОГВАРДЕЙСКИЙ,7730286690,1227700570250
13993,СЗ ЦЕНТР ЛЕВОГО БЕРЕГА,5406797227,1195476033620
3913,СЗ МОНТАЖНИК,3665056440,1063667239932
2198,СЗ СУ СТРОЙГРАД-1,2635830801,1142651015495
6487,СЗ КМ ПАРЛАМЕНТ,5262228019,1085262005960
24887,СЗ М-ДЕВЕЛОПМЕНТ,9725112653,1237700071696
11158,СЗ ОЗЁРНАЯ 44,9729298039,1207700249965
17753,СЗ СОБОЛЬ,2540255737,1202500008721
11143,СЗ СМИТИНВЕСТ+,326585130,1200300016795
6648,СЗ ПАРТНЕР-СТРОЙ,3811439884,1163850091778
17576,СЗ 1 КАЗАНЬ,1686019212,1221600088390
14460,СЗ НОВЫЕ КОТЕЛЬНИКИ,5024222795,1225000065828
16002,СЗ СЛАВЯНКА,4706046974,1224700004517
16938,СЗ МЕТРИКС АГОЙ 2,2308290828,1232300017069
17558,НОВЫЕ АКАДЕМИКИ - СПЕЦЗАСТРОЙЩИК,7734192877,1027700342670
1296,СЗ АЗГИ,3849015274,1113850013815
17734,СЗ ЛАЙФ БОГОРОДСКОЕ,7706508254,1037739906115
2954,СЗ САМАРА-ЕВРОСТРОЙ,6319696390,1076319019721
18733,СЗ УЛИЦА ОДЕССКАЯ,9703158414,1237700702690
19108,СЗ ССК АНАПА,2328005229,1122328000035
16157,СЗ ВОРОНЦОВСКИЙ,4703182471,1214700005552
19163,СЗ КРЫМСКСТРОЙМОНТАЖ,2312318804,1232300028333
12560,СЗ ПАЛИТРА,1655432740,1201600009247
15367,СЗ РУСИЧ-КАНТЕМИРОВСКИЙ,9721151394,1217700586960
7056,СЗ ЛСТ ЭКСПЕРТ,7703435657,5177746110493
11294,СЗ ЛСР. ПРОСТРАНСТВО,9725032380,1207700155255
18435,СЗ РОДИНА ПАРК,7704638233,1077746717454
3948,СЗ ДСК-2,3665064521,1073667037619
16518,СЗ ТАЛАН-РЕГИОН-77,7702842787,1147746892061
22063,СЗ ГАЛС-ШОССЕЙНАЯ,7705930720,1107746845293
23286,СЗ ЗОРГЕ,9703131444,1237700058980
23678,СЗ НО,7813683780,1247800109006
53,СЗ ВМУ-2,3661039235,1153668002388
17127,СЗ СЕВЕРНЫЙ ПОРТ 7,9717106889,1217700495320
20089,СЗ ИНДИГО-ДЕВЕЛОПМЕНТ,9710095204,1227700021010
19875,СЗ ЭТАЛОН ЯГОДНОЕ,9717108798,1217700604340
2297,СЗ ИК СТРОИТЕЛЬНЫЙ ТРЕСТ,7804181303,1047806016444
14137,СЗ ДОМ.РФ ДЕВЕЛОПМЕНТ,7704412966,1177746479338
17439,СЗ АЛЬКОР - ЦЕНТРАЛЬНЫЙ,7805789609,1227800021272
15917,СЗ СЕВЕРСКАЯ,2312308450,1222300011450
16064,СЗ УЛИСС,2537145244,1202500029038
24079,СЗ ПАРИТЕТ. РЕГИОНЫ,7203581554,1247200016986
13022,СЗ АСТРА,5406808983,1205400049645
16431,СЗ Л2-ДЕВЕЛОПМЕНТ,9715393860,1207700473716
13590,СЗ ЗЕНИТ-ДЕВЕЛОПМЕНТ,6164129396,1196196044857
13492,СЗ СТОЛИЦА СЕВЕРА,7714468823,1217700064240
22646,СЗ РУБИН,9703180071,1247700328204
2436,СЗ ЭКО-ГОРОД,3907206489,1093925028560
1945,СЗ ФРОЙДА-Ф,2301094944,1172375061759
10511,СЗ РОДИНА,4823061052,1144827012824
16118,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ПЕРМЬ,4345490628,1194350004254
17793,СЗ ЦЕНТРФОРВАРДСТРОЙ,3900017154,1233900011960
16635,СЗ ДСК ПАРК,2466295314,1232400011700
878,СЗ СИНАРА-ДЕВЕЛОПМЕНТ,6685040700,1136685019723
13171,СЗ БАЗИСИНВЕСТ,7714925131,1147746016901
17246,ЭНКО,7203519179,1217200006759
8943,РНГС-АИ,5408024350,1195476053827
11428,СЗ КАПИТАН,7810336996,1157847043012
1741,СЗ РКС,6165132507,1066165052139
11172,СЗ МБИ,7725237240,1037725042794
24324,СЗ РЕНОВАЦИЯ ПЛЮС,2543181579,1242500000380
30654,СЗ КОНЦЕПТ,700022803,1250700001386
23066,СЗ ДСК-2010,2446031137,1102468038100
9071,СЗ ДУБИНИНСКАЯ 59,9705121762,1187746708380
22764,СЗ САМОЛЕТ-ХИМКИ,9721141318,1217700401489
917,СЗ АДМИРАЛ,3665113923,1153668051844
16129,СЗ РЯЗАНОВСКОЕ 1,9731035100,1197746219593
3592,"СЗ УГМК-КОСМОНАВТОВ, 108",6678091743,1186658028303
17655,СЗ КАПИТАН,6633030420,1236600044449
17606,СЗ ГЕО-РЕАЛ,5003050785,1045000913132
956,СЗ ГК РАЗВИТИЕ,3662205510,1143668032705
18606,СЗ СК СЕВЕР,4100044930,1224100004006
27058,СЗ ЖИЛСТРОЙ,2312304103,1212300050742
19191,СЗ РОДИНА ПЕРЕДЕЛКИНО,9717117697,1227700444025
15927,СЗ Л-ДЕВЕЛОПМЕНТ,9715391937,1207700405021
23972,СЗ ИДЕЛЬ,278079525,1030204598687
22624,СЗ ГК СУ №1,276174798,1240200010050
15106,СЗ СОЗВЕЗДИЕ,7716948832,1207700287398
1923,СЗ ШЭЛДОМ,6453009098,1026403041345
6457,СЗ НОВЫЕ ГОРИЗОНТЫ,7447026763,1077447003413
13600,СЗ САМОЛЕТ-ВЕРЕЙСКАЯ,7705759390,1067758290390
14839,СЗ ТКО ЛОГИСТИК,6658538409,1206600056695
17841,Т-ДЕВЕЛОПМЕНТ,7707451561,1217700173360
16047,СЗ ПИОНЕР СИТИ,2723217697,1222700002766
15455,СЗ ЛАРГО,2310125910,1072310008539
19004,СЗ СИБИРСКИЙ УЮТ,2224214524,1232200018930
2751,СЗ МИДГАРД РУС,7203430428,1177232027620
14631,СЗ ЭР-БИ-АЙ - СЕВЕР,7801670521,1197847172533
8154,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО ИЖЕВСК,1841085318,1191832008103
505,СЗ СР-ГРУПП,7731319243,1167746567053
14929,СЗ ПРАКТИКА,9729319987,1227700093752
13719,СЗ ТМП №20,7715030599,1027739037457
18079,СЗ ВИСКЬЮ,2224188899,1172225038150
19166,СЗ НЬЮ ЛАЙФ,277966228,1240200025240
6199,СТРОИТЕЛЬНЫЕ РЕШЕНИЯ. СЗ,5403033865,1175476089910
12306,СЗ ЛСР. ПРОЕКТ,7806560931,1197847119953
14166,СЗ ТАЛАН-РЕГИОН-30,1841083053,1181832027321
12397,СЗ ЮФОИНВЕСТ,2315209049,1182375093515
19748,СЗ ГОРНЫЙ ГЕКТАР,400022915,1230400001864
2374,СЗ СТ-НОВОСЕЛЬЕ,4725483458,1134725000673
6434,СЗ ДЖЕВОССЕТ,5012034540,1065012024824
323,СЗ ДОМКОР,1650121364,1041616027298
2129,СЗ НАДИЯ ХОЛДИНГ,4003036203,1154025001085
15601,СЗ СТАНЦИЯ СПОРТИВНАЯ-3,1655468521,1211600088006
13971,СЗ СТРОЙГРАД,2636218479,1202600014748
13201,СЗ ДК СКГ,9102256311,1199112010460
14826,СЗ РИОНИ,1841080060,1181832015991
19009,СЗ ЭКОРАЙОН,1655496159,1231600032927
22352,ВЫДАЧА КЛЮЧЕЙ,7203573031,1247200006250
16625,СЗ МЕГА СИТИ,100000491,1210100002782
8160,СЗ РЕЗИДЕНС,9705115857,1187746247347
40160,СЗ АТЛАНТИС,274399940,1260200003920
10298,СЗ БЕРЕЗОВАЯ РОЩА,1655431063,1201600000282
7854,СЗ РИМЭКО,2508121129,1142508003714
17873,СЗ АТЛАНТ-ДВ,2540271464,1222500022030
15592,СЗ САМОЛЕТ-КВАРТАЛ ЗАПАДНЫЙ,7751201289,1217700326821
17242,СЗ ДЕЛЬТА,2311315737,1212300006544
19348,СЗ ВИТАМИН ДЕВЕЛОПМЕНТ,6671275420,1236600039411
19355,СЗ ГОРИЗОНТ,5904388499,1215900008719
7842,СПЕЦЗАСТРОЙЩИК ЖЕЛЕЗНО КИРОВ,4345490152,1194350003638
18671,СЗ РАЗУМ НА ВИШНЕВОЙ,3000007315,1233000002840
17185,СЗ СЕВЕРО-ЗАПАД СТОЛИЦЫ,7714435095,1187746939269
10266,СЗ КУРОРТНЫЙ,2632114542,1192651015930
18983,СЗ ГРАДСТРОЙ,278977102,1230200011326
13503,СЗ СЭТЛ ПРОЕКТ,7810787614,1207800014510
17469,КВАРТАЛ ГЕРЦЕНА,9704016853,1207700160337
16403,СЗ Б-ХОЛДИНГ,9704010040,1207700016985
23480,ТДСК ИНВЕСТ - 2,7000018593,1247000005812
288,СЗ МОНЕТЧИК,7718122544,1027739584400
12909,ЭСКО,6234111677,1136234000110
28520,СЗ РАЗВИТИЕ,9500025970,1249500003510
1807,РУСБИЗНЕСИНВЕСТ,7743563493,1057747410621
28367,СЗ ИНВЕСТ ХИМКИ,5032356792,1235000038437
15870,"СЗ ЗАГОРОДНАЯ, 71",7817328112,1129847006750
2506,СЗ ЗВЕЗДА,7203267387,1117232033786
24025,СЗ ГОЛЬЯНОВО,7720916713,1237700875026
3935,СЗ АВЕРУС,5001119047,1185053005830
19571,СЗ ДОГМА-5,2311329793,1222300004959
16817,СЗ-1 ПОРФИР,9310009271,1239300008870
12406,СЗ МСК-ДОН,6164123490,1186196041074
18568,СЗ ЖК НА СТАЧКИ,6161086634,1196196001011
14054,СЗ САМОЛЕТ-КАЛИНОВКА,9731066268,1207700220859
11449,СЗ КВС-МОСКОВСКИЙ,7802683107,1187847388310
12338,СЗ ЭТАЛОН РАУТА,6686131319,1216600011143
